product_id,purchase_date,purchase_time,country_code,price_per_unit,units_sold,currency
330,5/24/24,12:50:08,CA,115.08,88,CAD
335,12/16/23,8:40:59,CA,542.16,29,CAD
326,11/19/20,21:50:26,CA,723.64,2,CAD
338,5/22/23,4:18:49,CA,695.48,36,CAD
341,1/13/22,11:04:28,CA,601.03,20,CAD
328,3/4/20,4:15:11,CA,345.81,6,CAD
346,2/17/21,10:17:02,CA,947.55,12,CAD
337,5/19/23,5:21:10,CA,143.42,82,CAD
355,11/5/21,23:40:57,CA,23.02,60,CAD
332,3/20/22,16:17:04,CA,106.7,68,CAD
344,12/29/20,21:43:57,CA,708.7,92,CAD
346,8/23/23,19:00:35,CA,73.58,51,CAD
323,6/9/21,3:45:52,CA,925.94,23,CAD
330,3/29/21,12:35:40,CA,984.92,36,CAD
348,5/31/22,7:06:30,CA,335.49,54,CAD
339,3/18/20,7:45:43,CA,593.32,21,CAD
345,10/10/22,20:33:09,CA,745.53,74,CAD
356,2/16/22,3:23:26,CA,9.61,41,CAD
332,6/29/23,18:45:37,CA,539.71,75,CAD
325,1/5/23,14:57:55,CA,468.37,91,CAD
341,2/27/22,4:37:15,CA,454.96,43,CAD
332,9/28/22,3:50:31,CA,913.19,54,CAD
340,3/23/24,13:40:27,CA,421.83,88,CAD
355,9/7/20,15:00:55,CA,781.59,22,CAD
354,4/13/21,19:49:26,CA,216.62,49,CAD
345,12/20/20,1:26:10,CA,961.26,49,CAD
324,4/23/22,7:52:11,CA,537.39,49,CAD
345,9/12/23,22:18:12,CA,313.39,94,CAD
339,7/21/22,6:41:04,CA,213.86,83,CAD
357,10/4/21,16:07:10,CA,626.85,93,CAD
333,3/21/20,19:24:42,CA,70.38,78,CAD
328,4/9/23,4:33:47,CA,526.77,92,CAD
343,2/22/23,21:45:01,CA,499.53,51,CAD
326,5/3/23,17:21:51,CA,186.02,29,CAD
339,3/1/24,0:04:50,CA,376.44,74,CAD
328,5/19/22,23:06:40,CA,411.69,87,CAD
326,5/28/22,14:39:06,CA,840.59,7,CAD
323,4/13/24,11:06:08,CA,553.96,67,CAD
339,12/29/20,18:34:58,CA,507.98,72,CAD
348,2/21/24,6:56:22,CA,800.92,67,CAD
347,1/26/24,12:41:53,CA,558.94,8,CAD
341,1/22/24,19:13:40,CA,246.96,78,CAD
333,2/1/22,8:37:26,CA,962.84,37,CAD
357,8/19/21,17:03:43,CA,409.36,55,CAD
342,4/11/24,5:26:30,CA,90.08,23,CAD
336,3/8/24,0:41:23,CA,127.16,19,CAD
335,6/28/23,5:20:06,CA,424.32,2,CAD
330,7/3/20,7:34:11,CA,345.11,2,CAD
332,9/24/21,19:53:05,CA,831.5,37,CAD
348,12/27/20,16:34:58,CA,438.95,44,CAD
332,1/24/22,21:08:54,CA,974.67,24,CAD
343,10/15/23,13:17:43,CA,567.95,59,CAD
348,11/13/20,1:43:15,CA,487.35,81,CAD
348,6/27/22,18:02:06,CA,543.93,25,CAD
345,4/23/22,20:43:49,CA,143.66,4,CAD
342,6/18/22,12:45:05,CA,901.07,98,CAD
349,7/3/20,18:36:44,CA,23.3,18,CAD
327,5/14/21,12:05:38,CA,578.63,38,CAD
351,3/31/24,8:19:24,CA,408.22,76,CAD
349,7/25/21,22:08:51,CA,15.94,85,CAD
347,3/29/23,10:47:52,CA,270.17,91,CAD
354,2/11/22,4:15:02,CA,634.93,53,CAD
346,7/5/21,10:28:28,CA,914.84,26,CAD
350,2/24/20,1:16:51,CA,772.06,46,CAD
354,7/19/20,22:51:38,CA,958.83,65,CAD
329,4/9/21,7:59:05,CA,605.14,26,CAD
344,7/12/23,23:52:10,CA,837.89,11,CAD
356,11/16/22,0:28:33,CA,722.93,99,CAD
325,7/31/20,16:27:41,CA,399.67,24,CAD
357,2/5/20,17:49:33,CA,486.34,36,CAD
326,9/9/20,16:42:52,CA,166.2,81,CAD
333,4/4/23,10:27:19,CA,598.86,98,CAD
343,2/6/22,14:15:49,CA,476.87,73,CAD
355,1/5/21,13:14:34,CA,415.73,61,CAD
328,3/11/24,7:54:29,CA,462.38,35,CAD
328,9/6/23,21:13:03,CA,800.42,44,CAD
328,9/28/20,7:45:12,CA,107.58,44,CAD
338,11/12/22,6:08:58,CA,962.29,17,CAD
351,6/21/21,20:47:00,CA,448.78,47,CAD
353,4/7/20,20:49:34,CA,733.56,21,CAD
330,12/31/23,18:26:15,CA,693.82,70,CAD
343,5/17/23,1:40:02,CA,491.98,15,CAD
328,12/10/22,18:15:30,CA,56.34,26,CAD
346,11/29/23,3:17:15,CA,590.32,17,CAD
346,5/15/22,16:28:17,CA,570.11,7,CAD
357,8/15/22,8:38:17,CA,732.37,48,CAD
341,11/8/21,5:53:52,CA,944.55,82,CAD
326,3/12/20,3:55:47,CA,845.33,18,CAD
328,5/20/24,20:25:05,CA,646.32,14,CAD
339,1/9/23,6:23:30,CA,562.87,45,CAD
341,10/25/23,18:47:23,CA,697.81,40,CAD
354,10/8/20,4:23:50,CA,574.57,4,CAD
323,10/20/20,12:13:23,CA,739.17,33,CAD
327,10/10/20,20:51:33,CA,877.28,66,CAD
339,3/30/21,12:10:52,CA,870.75,30,CAD
329,7/30/21,6:35:40,CA,531.29,32,CAD
338,10/9/21,12:15:33,CA,997.94,29,CAD
348,5/17/23,3:18:02,CA,404.92,57,CAD
356,9/19/20,22:46:24,CA,769.43,25,CAD
326,5/4/21,11:54:08,CA,738.89,94,CAD
352,7/1/24,18:32:45,CA,469.97,30,CAD
354,11/30/23,12:01:52,CA,716.98,37,CAD
355,4/11/23,15:43:24,CA,910.79,79,CAD
355,6/10/22,12:17:57,CA,394.67,68,CAD
353,7/18/20,11:13:23,CA,950.21,61,CAD
336,10/5/21,12:53:20,CA,590.61,39,CAD
339,7/31/23,20:03:52,CA,904.21,98,CAD
340,3/31/23,22:19:11,CA,69.66,72,CAD
335,1/1/24,14:46:21,CA,651.4,74,CAD
328,7/28/22,23:31:53,CA,387.17,41,CAD
343,9/30/22,7:29:42,CA,780.69,6,CAD
344,4/29/23,13:34:21,CA,631.63,87,CAD
355,3/12/20,16:46:55,CA,928.11,61,CAD
328,2/3/24,20:56:44,CA,517.67,82,CAD
348,3/2/23,3:13:35,CA,158.13,32,CAD
329,10/24/21,11:31:05,CA,227.7,89,CAD
340,12/17/20,19:20:53,CA,582.19,98,CAD
347,11/9/22,2:49:55,CA,394.21,92,CAD
323,11/6/21,4:43:56,CA,49.15,98,CAD
331,1/13/22,17:34:13,CA,810.47,40,CAD
330,8/31/21,13:00:18,CA,736.54,98,CAD
353,12/8/21,2:13:40,CA,724.8,90,CAD
337,2/7/20,19:36:02,CA,224.08,77,CAD
335,4/29/23,5:05:17,CA,991.52,40,CAD
344,3/24/24,18:57:35,CA,906.98,67,CAD
341,1/30/21,13:56:57,CA,865.17,33,CAD
333,12/26/20,13:44:26,CA,868.82,92,CAD
352,10/20/23,19:41:03,CA,867.96,41,CAD
336,7/14/20,15:02:40,CA,242.5,53,CAD
354,9/3/22,2:36:17,CA,620.52,38,CAD
335,8/31/23,20:16:58,CA,881.47,58,CAD
352,2/7/21,6:29:09,CA,879.68,42,CAD
341,8/13/23,13:57:41,CA,232.48,39,CAD
346,7/29/20,5:51:06,CA,818.88,78,CAD
344,1/5/23,16:19:12,CA,262.39,66,CAD
336,1/6/24,21:05:38,CA,981.28,17,CAD
346,4/3/22,12:40:45,CA,635.84,88,CAD
336,5/10/24,20:12:35,CA,132.81,83,CAD
325,1/21/23,9:50:58,CA,435.08,98,CAD
326,7/7/20,12:15:21,CA,634.46,94,CAD
344,9/29/21,18:45:14,CA,789.86,20,CAD
331,11/7/22,9:13:17,CA,947.56,64,CAD
340,12/21/23,13:47:28,CA,72.01,10,CAD
348,6/27/24,22:31:09,CA,62.63,82,CAD
337,6/1/23,23:49:41,CA,448.73,99,CAD
335,5/17/21,8:03:51,CA,386.69,29,CAD
347,2/12/24,13:06:21,CA,326.99,79,CAD
338,3/7/21,19:48:16,CA,684.88,26,CAD
342,1/4/24,12:17:39,CA,997.14,81,CAD
329,6/4/22,19:08:50,CA,854.94,15,CAD
349,8/21/21,4:37:21,CA,695.21,32,CAD
354,1/25/20,16:34:23,CA,656.24,27,CAD
347,3/19/24,10:27:05,CA,963.42,56,CAD
335,9/16/22,17:07:45,CA,943.9,80,CAD
336,8/21/23,14:07:19,CA,964.7,19,CAD
330,1/23/23,21:20:05,CA,984.06,1,CAD
354,1/9/22,19:26:31,CA,725.8,34,CAD
336,5/20/22,3:05:52,CA,35.98,25,CAD
331,10/18/21,19:47:01,CA,865.04,80,CAD
332,5/25/23,9:09:05,CA,189.6,17,CAD
344,7/17/23,13:32:42,CA,157.89,27,CAD
325,4/29/20,0:49:05,CA,762.22,3,CAD
350,6/1/24,1:21:26,CA,37.36,60,CAD
341,11/21/21,23:49:58,CA,189.53,15,CAD
355,6/22/20,5:01:40,CA,609.27,84,CAD
356,1/25/21,19:49:18,CA,204.52,60,CAD
349,5/21/24,9:01:37,CA,272.65,88,CAD
329,9/17/22,5:18:08,CA,153.83,21,CAD
342,8/31/23,8:23:26,CA,482.54,95,CAD
333,12/20/22,7:38:50,CA,696.51,33,CAD
356,11/12/22,14:01:28,CA,44.42,86,CAD
347,9/26/20,18:56:43,CA,245.83,46,CAD
326,2/8/21,23:38:40,CA,703.95,74,CAD
354,2/22/20,20:00:08,CA,77.05,97,CAD
355,7/7/21,22:32:20,CA,353.87,33,CAD
350,4/23/24,1:10:37,CA,361.01,66,CAD
325,8/5/20,5:45:12,CA,691.02,15,CAD
342,4/9/20,5:32:05,CA,171.65,49,CAD
329,1/18/20,8:44:15,CA,707.94,6,CAD
355,4/27/22,20:31:14,CA,56.71,32,CAD
343,5/21/23,1:33:20,CA,935.53,72,CAD
354,9/24/23,15:57:13,CA,802.72,62,CAD
339,3/28/24,13:31:50,CA,486.98,75,CAD
324,3/17/24,21:15:41,CA,599.49,22,CAD
341,5/18/20,6:14:06,CA,45.55,60,CAD
341,11/24/21,22:41:45,CA,726.2,12,CAD
326,1/25/22,23:33:10,CA,163.75,45,CAD
328,8/4/20,23:54:35,CA,332.37,45,CAD
344,11/17/22,21:44:14,CA,660.41,51,CAD
331,1/11/24,13:32:06,CA,25.76,83,CAD
357,4/25/24,21:25:21,CA,996.35,59,CAD
332,6/25/23,0:36:58,CA,203.54,35,CAD
344,2/24/22,23:59:14,CA,421.31,79,CAD
340,2/19/24,6:56:01,CA,178.32,85,CAD
346,7/31/22,17:14:35,CA,743.99,20,CAD
350,11/17/22,7:58:13,CA,736.67,20,CAD
331,7/9/21,2:25:47,CA,867.7,96,CAD
340,11/18/23,13:28:15,CA,34.25,98,CAD
331,5/27/22,5:43:43,CA,599.73,36,CAD
325,6/21/24,10:05:29,CA,992.17,58,CAD
357,6/22/23,18:37:02,CA,214.61,18,CAD
323,2/14/23,8:42:40,CA,135.91,8,CAD
331,2/14/20,14:13:26,CA,241.36,78,CAD
337,11/1/22,3:51:34,CA,855.11,41,CAD
334,5/30/24,22:25:21,CA,408,14,CAD
345,5/11/24,21:18:21,CA,664.31,70,CAD
352,1/30/21,11:27:04,CA,315.59,28,CAD
341,10/3/23,0:25:22,CA,658.45,65,CAD
324,8/25/23,14:50:42,CA,969.97,47,CAD
339,10/5/23,8:27:05,CA,884.29,14,CAD
337,11/14/20,22:46:33,CA,340.32,94,CAD
355,6/13/24,1:45:45,CA,452.19,8,CAD
332,7/8/21,2:07:20,CA,708.24,64,CAD
334,6/18/24,11:36:52,CA,382.46,37,CAD
349,2/17/23,11:03:41,CA,535.84,49,CAD
340,5/8/24,14:32:53,CA,449.14,79,CAD
334,5/13/23,17:35:02,CA,542.21,20,CAD
342,7/14/24,19:42:34,CA,127.36,37,CAD
331,4/30/20,7:14:01,CA,44.15,35,CAD
357,10/12/23,21:11:37,CA,934.21,69,CAD
355,10/9/23,0:27:15,CA,586.75,12,CAD
354,6/23/20,11:54:22,CA,986.7,88,CAD
338,12/19/21,20:13:07,CA,22.29,89,CAD
337,8/8/21,1:50:55,CA,868.58,95,CAD
339,11/21/20,11:10:40,CA,491.4,44,CAD
334,1/3/23,23:28:06,CA,130.11,45,CAD
331,8/8/21,6:55:09,CA,205.84,8,CAD
337,2/18/22,11:42:49,CA,98.43,8,CAD
344,8/14/20,19:57:40,CA,963.53,47,CAD
351,10/14/22,8:01:55,CA,838.92,90,CAD
328,6/4/23,10:22:45,CA,22.43,82,CAD
343,6/29/23,18:29:52,CA,869.56,76,CAD
347,3/28/21,12:35:06,CA,691.08,33,CAD
352,11/13/23,14:43:17,CA,941.17,14,CAD
344,6/27/22,3:56:28,CA,579.3,62,CAD
331,1/13/24,21:01:32,CA,999.42,70,CAD
345,2/6/21,18:28:43,CA,867.11,89,CAD
323,12/18/21,22:19:52,CA,95.03,31,CAD
352,12/23/21,17:17:12,CA,879.12,4,CAD
333,10/16/22,9:34:51,CA,808.81,82,CAD
323,6/1/22,7:53:54,CA,320.61,75,CAD
355,12/25/22,15:16:28,CA,331.74,65,CAD
331,4/22/24,15:19:20,CA,399.19,21,CAD
332,11/1/22,1:38:02,CA,550.76,33,CAD
355,7/11/23,5:37:12,CA,447.2,90,CAD
338,10/31/21,8:03:19,CA,172.6,78,CAD
342,7/9/23,23:48:22,CA,466.18,3,CAD
327,2/27/21,14:22:14,CA,951.72,66,CAD
334,9/8/23,20:55:32,CA,30.51,26,CAD
340,12/26/23,1:16:23,CA,153.25,48,CAD
350,5/2/24,0:30:21,CA,479.31,43,CAD
346,12/1/21,7:41:18,CA,716.91,43,CAD
344,7/28/23,3:07:11,CA,199.8,80,CAD
349,3/15/24,21:02:33,CA,898.54,25,CAD
353,6/20/24,17:24:15,CA,383.17,68,CAD
344,3/19/20,19:27:28,CA,354.86,34,CAD
357,1/7/22,6:17:54,CA,619.26,52,CAD
333,2/18/24,14:20:57,CA,929.96,28,CAD
